id,model_version,symbol,strike,option_type,direction,surfaced_at,entry_score,entry_mark,entry_bid,entry_ask,entry_delta,entry_theta,entry_iv,entry_volume,entry_spy,entry_spy_vol_rate,entry_spy_vol_ratio,entry_trend,entry_regime,entry_bias,entry_net_gex,entry_net_dex,entry_call_wall,entry_put_wall,entry_max_pain,entry_gex_anchor,entry_surge,status,confirmed_at,confirmed_score,confirmed_spy,invalidated_at,invalidation_reason,invalidation_spy,invalidation_mark,spy_move_at_invalidation,vol_confirmed,reentry_count,last_reentry_at,out_5m_mark,out_5m_pnl_pct,out_5m_correct,out_10m_mark,out_10m_pnl_pct,out_10m_correct,out_15m_mark,out_15m_pnl_pct,out_15m_correct,out_30m_mark,out_30m_pnl_pct,out_30m_correct,traded,trade_fill_price,trade_qty,trade_pnl_pct
300,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T12:26:02,58.9,1.995,1.99,2.0,0.54,-1.56,31.65,207509.0,669.44,3722.0,2.1205560619872377,Choppy,TRENDING,Bullish,-892266477.9776001,-3017281893.1200004,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
301,v2.1,.SPY260312P669,669.0,Put,Bearish,2026-03-12T12:29:15,51.5,1.955,1.95,1.96,0.51,-1.78,33.79,257753.0,668.82,6405.0,3.610281269376022,Choppy,TRENDING,Bullish,-982802721.5201161,-3172775068.8,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
302,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T12:30:04,61.9,0.655,0.65,0.66,0.24,-0.66,33.26,239193.0,668.75,32254.0,7.731342210290398,Choppy,TRENDING,Bullish,-989229378.125,-3167108381.25,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
303,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T12:30:04,59.0,0.215,0.21,0.22,0.1,-0.22,34.42,172747.0,668.75,32254.0,7.731342210290398,Choppy,TRENDING,Bullish,-989229378.125,-3167108381.25,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
304,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T12:30:04,58.9,0.145,0.14,0.15,0.07,-0.15,34.94,92065.0,668.75,32254.0,7.731342210290398,Choppy,TRENDING,Bullish,-989229378.125,-3167108381.25,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
305,v2.1,.SPY260312P667,667.0,Put,Bearish,2026-03-12T12:30:07,48.1,1.15,1.14,1.16,0.35,-1.15,34.64,177612.0,668.7694,2656.0,0.5797291250586605,Choppy,TRENDING,Bullish,-969258805.3370249,-3161984524.4416,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
306,v2.1,.SPY260312P666,666.0,Put,Bearish,2026-03-12T12:30:11,46.7,0.845,0.84,0.85,0.28,-0.85,34.64,134818.0,668.7,2539.0,0.49619887040981847,Choppy,TRENDING,Bullish,-838974425.1687001,-3277360220.4,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
307,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T12:31:30,61.9,0.865,0.86,0.87,0.3,-0.87,32.98,307237.0,668.6,2921.0,1.0519492212118484,Choppy,TRENDING,Bullish,-885777469.4804001,-3256996644.8,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
308,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T12:32:51,63.8,0.095,0.09,0.1,0.05,-0.1,34.78,68486.0,668.98,11946.0,6.30711966421161,Uptrend,TRENDING,Bullish,-995002876.6813201,-3070324517.78,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
309,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T12:33:47,60.8,0.075,0.07,0.08,0.04,-0.08,34.8,41483.0,669.51,2644.0,1.8276708257007568,Uptrend,TRENDING,Bullish,-1061781604.9232758,-2907850646.52,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
310,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T12:35:52,66.4,1.445,1.44,1.45,0.44,-1.45,32.14,373671.0,669.3459,2394.0,1.9956652217405804,Choppy,TRENDING,Bullish,-1025473021.7032865,-3056221331.1738,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
311,v2.1,.SPY260312C679,679.0,Call,Bullish,2026-03-12T12:38:49,55.4,0.055,0.05,0.06,0.03,-0.06,34.73,31260.0,670.0675,22543.0,4.184859285661246,Uptrend,TRENDING,Bullish,-924192971.849494,-2671433819.8775,685,670,678,684,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
312,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T12:44:00,56.9,1.93,1.92,1.94,0.55,-1.47,31.55,223189.0,669.46,1384.0,0.796271791036189,Choppy,TRENDING,Bullish,-927250684.318904,-3115767259.0000005,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
313,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T12:45:04,64.1,0.685,0.68,0.69,0.27,-0.69,31.27,249554.0,669.4,365.0,0.25092809019661766,Choppy,TRENDING,Bullish,-894064262.29,-3121845971.2000003,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
314,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T12:45:04,61.0,0.215,0.21,0.22,0.1,-0.22,32.88,180998.0,669.4,365.0,0.25092809019661766,Choppy,TRENDING,Bullish,-894064262.29,-3121845971.2000003,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
315,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T12:45:04,60.8,0.145,0.14,0.15,0.07,-0.15,33.62,95108.0,669.4,365.0,0.25092809019661766,Choppy,TRENDING,Bullish,-894064262.29,-3121845971.2000003,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
316,v2.1,.SPY260312P666,666.0,Put,Bearish,2026-03-12T12:45:11,46.1,0.525,0.52,0.53,0.21,-0.53,33.21,141459.0,669.57,3474.0,2.267032106499608,Choppy,TRENDING,Bullish,-1031212413.8677351,-2953640662.5000005,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
317,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T12:46:31,61.2,0.795,0.79,0.8,0.29,-0.8,33.33,327210.0,668.49,1491.0,0.9348548498338454,Choppy,TRENDING,Bullish,-946882721.466288,-3367718253.5099998,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
318,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T12:46:36,58.5,1.99,1.98,2.0,0.54,-1.57,33.34,158556.0,668.42,3002.0,1.6526286815304156,Choppy,TRENDING,Bullish,-935939242.4576118,-3348535547.7599998,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
319,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T12:50:52,66.4,1.305,1.3,1.31,0.43,-1.31,31.7,402090.0,669.21,942.0,1.1576748187292614,Choppy,TRENDING,Bullish,-1059639013.2230101,-3051625706.82,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
320,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T12:59:01,56.9,1.475,1.47,1.48,0.47,-1.48,31.97,244187.0,668.645,4.0,0.008821259234755761,Choppy,TRENDING,Bullish,-1062070999.5728283,-3318128747.2149997,685,670,678,682,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
321,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T13:00:04,58.2,0.555,0.55,0.56,0.23,-0.56,31.97,257067.0,668.96,313.0,0.20057673822492791,Choppy,TRENDING,Bullish,-1033370851.2862722,-3231008566.08,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
322,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T13:00:04,55.8,0.155,0.15,0.16,0.08,-0.16,33.17,188332.0,668.96,313.0,0.20057673822492791,Choppy,TRENDING,Bullish,-1033370851.2862722,-3231008566.08,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
323,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T13:00:04,55.7,0.105,0.1,0.11,0.06,-0.11,34.18,98266.0,668.96,313.0,0.20057673822492791,Choppy,TRENDING,Bullish,-1033370851.2862722,-3231008566.08,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
324,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T13:01:31,59.3,0.815,0.81,0.82,0.32,-0.82,30.93,336923.0,669.1,9.0,0.020060180541624877,Choppy,TRENDING,Bullish,-864570309.2796001,-3270724060.4,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
325,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T13:01:38,60.8,0.075,0.07,0.08,0.04,-0.08,34.93,72685.0,669.16,2105.0,2.914503288335064,Choppy,TRENDING,Bullish,-927118356.1447998,-3195673284.8399997,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
326,v2.1,.SPY260312P670,670.0,Put,Bearish,2026-03-12T13:03:57,59.8,1.985,1.98,1.99,0.57,-1.29,31.83,225043.0,669.31,930.0,0.5755484729399387,Choppy,TRENDING,Bullish,-1084813901.8049989,-3041416925.4799995,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
327,v2.1,.SPY260312C678,678.0,Call,Bullish,2026-03-12T13:04:07,57.4,0.055,0.05,0.06,0.03,-0.06,35.0,46431.0,669.64,6255.0,2.1006851155292856,Uptrend,TRENDING,Bullish,-1063418161.569104,-2943600163.7999997,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
328,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T13:05:52,64.5,1.385,1.38,1.39,0.49,-1.39,27.86,451172.0,669.9399,8743.0,4.404644953273382,Choppy,TRENDING,Bullish,-1181728198.9043338,-2813844721.2855,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
329,v2.1,.SPY260312P671,671.0,Put,Bearish,2026-03-12T13:06:51,54.9,1.955,1.95,1.96,0.58,-1.16,30.16,80102.0,670.1999,1840.0,0.661930029678928,Choppy,TRENDING,Bullish,-1085571453.5194502,-2741441297.5516996,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
330,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T13:09:47,58.4,1.985,1.98,1.99,0.59,-1.17,30.72,170901.0,668.82,43.0,0.034881362806732916,Choppy,TRENDING,Bullish,-1066281615.8258041,-3355282001.5800004,685,670,678,677,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
331,v2.1,.SPY260312P668,668.0,Put,Bearish,2026-03-12T13:10:12,50.8,1.005,1.0,1.01,0.37,-1.01,31.07,289064.0,669.25,5470.0,3.9356765118537975,Choppy,TRENDING,Bullish,-1028892249.3081249,-3159890645.0,685,670,678,683,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
332,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T13:14:01,54.9,1.535,1.53,1.54,0.5,-1.51,30.65,262839.0,669.03,90.0,0.08726003490401395,Choppy,TRENDING,Bullish,-1007970913.2383459,-3310423997.85,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
333,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T13:15:05,55.8,0.435,0.43,0.44,0.2,-0.44,31.41,266992.0,668.71,1066.0,0.5454080327449475,Choppy,TRENDING,Bullish,-969614298.3493121,-3434927215.3700004,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
334,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T13:15:05,54.7,0.275,0.27,0.28,0.14,-0.28,31.64,154041.0,668.71,1066.0,0.5454080327449475,Choppy,TRENDING,Bullish,-969614298.3493121,-3434927215.3700004,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
335,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T13:15:05,54.0,0.175,0.17,0.18,0.09,-0.18,32.22,169968.0,668.71,1066.0,0.5454080327449475,Choppy,TRENDING,Bullish,-969614298.3493121,-3434927215.3700004,685,670,678,677,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
336,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T13:15:08,55.5,0.085,0.08,0.09,0.05,-0.09,34.99,99277.0,668.73,833.0,0.46138081918635243,Choppy,TRENDING,Bullish,-1067644833.3174601,-3333598988.1,685,670,678,677,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
337,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T13:16:31,58.5,0.585,0.58,0.59,0.26,-0.59,31.02,355077.0,668.47,560.0,0.9880899867666519,Choppy,TRENDING,Bullish,-994018118.9106411,-3490535761.13,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
338,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T13:20:52,62.5,0.805,0.8,0.81,0.33,-0.81,31.24,509128.0,668.26,599.0,0.6079675209337732,Choppy,TRENDING,Bullish,-1004991134.9566959,-3508746576.46,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
339,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T13:22:27,55.2,0.045,0.04,0.05,0.03,-0.05,34.91,75412.0,668.83,0.0,0.0,Choppy,TRENDING,Bullish,-1250878858.7150702,-3257662255.04,685,670,678,681,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
340,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T13:24:52,56.4,1.99,1.98,2.0,0.6,-1.05,30.64,179065.0,668.94,1.0,0.000863818943549432,Choppy,TRENDING,Bullish,-1176422347.5371642,-3351167311.92,685,670,678,676,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
341,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T13:29:01,56.9,1.215,1.21,1.22,0.45,-1.22,30.3,285485.0,668.53,1359.0,1.0223041335991274,Choppy,TRENDING,Bullish,-1212947611.5409458,-3437616023.56,685,670,678,681,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
342,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T13:30:05,57.4,0.345,0.34,0.35,0.18,-0.35,30.28,276298.0,668.675,120.0,0.11626217119604708,Choppy,TRENDING,Bullish,-1254332227.4299247,-3403099044.975,685,670,678,680,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
343,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T13:30:05,54.4,0.205,0.2,0.21,0.12,-0.21,30.45,158239.0,668.675,120.0,0.11626217119604708,Choppy,TRENDING,Bullish,-1254332227.4299247,-3403099044.975,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
344,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T13:30:05,53.8,0.125,0.12,0.13,0.08,-0.13,31.15,173256.0,668.675,120.0,0.11626217119604708,Choppy,TRENDING,Bullish,-1254332227.4299247,-3403099044.975,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
345,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T13:30:09,54.2,0.055,0.05,0.06,0.03,-0.06,33.94,102095.0,668.66,0.0,0.0,Choppy,TRENDING,Bullish,-1165427009.45096,-3410037617.2799997,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
346,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T13:31:31,57.8,0.625,0.62,0.63,0.29,-0.63,29.13,367415.0,669.09,461.0,0.8013906996957845,Choppy,TRENDING,Bullish,-1146606150.464001,-3335062377.75,685,670,678,677,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
347,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T13:35:53,62.5,1.08,1.07,1.09,0.43,-1.08,29.21,552108.0,669.4,41.0,0.030698962974055635,Choppy,TRENDING,Bullish,-1279073135.7656,-3145530682.0,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
348,v2.1,.SPY260312C677,677.0,Call,Bullish,2026-03-12T13:37:27,54.0,0.045,0.04,0.05,0.03,-0.05,34.5,75963.0,669.37,253.0,0.43677168752697454,Choppy,TRENDING,Bullish,-1205764031.47759,-3245849430.07,685,670,678,677,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
349,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T13:41:53,54.4,1.94,1.93,1.95,0.61,-0.97,30.73,186007.0,668.9713,708.0,0.26432704872129925,Choppy,TRENDING,Bullish,-1048276938.7639716,-3423092693.5350003,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
350,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T13:44:01,57.0,1.205,1.2,1.21,0.46,-1.21,30.03,298192.0,668.6861,77.0,0.06385801957206834,Choppy,TRENDING,Bullish,-1168755293.6949577,-3423771797.5428,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
351,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T13:45:05,57.0,0.265,0.26,0.27,0.15,-0.27,30.11,282901.0,668.47,1004.0,1.3515514572255503,Choppy,TRENDING,Bullish,-1083665595.417999,-3494240421.87,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
352,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T13:45:05,53.5,0.105,0.1,0.11,0.07,-0.11,32.34,175567.0,668.47,1004.0,1.3515514572255503,Choppy,TRENDING,Bullish,-1083665595.417999,-3494240421.87,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
353,v2.1,.SPY260312C675,675.0,Call,Bullish,2026-03-12T13:45:05,53.1,0.075,0.07,0.08,0.05,-0.08,34.34,202438.0,668.47,1004.0,1.3515514572255503,Choppy,TRENDING,Bullish,-1083665595.417999,-3494240421.87,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
354,v2.1,.SPY260312C667,667.0,Call,Bullish,2026-03-12T13:46:02,59.8,1.99,1.98,2.0,0.61,-0.97,31.68,59768.0,668.02,873.0,0.4288451147025593,Choppy,TRENDING,Bullish,-1155236014.942704,-3607275267.02,685,670,678,676,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
355,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T13:46:32,58.8,0.425,0.42,0.43,0.22,-0.43,30.77,387879.0,668.2699,1372.0,0.950006924248719,Choppy,TRENDING,Bullish,-1203563520.0543666,-3531261113.2616,685,670,678,679,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
356,v2.1,.SPY260312C676,676.0,Call,Bullish,2026-03-12T13:47:26,53.8,0.045,0.04,0.05,0.03,-0.04,34.76,107212.0,668.62,10423.0,7.04518571090608,Uptrend,TRENDING,Bullish,-1324027053.5673919,-3313807757.8,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
357,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T13:50:53,64.5,0.775,0.77,0.78,0.35,-0.78,29.69,601684.0,668.74,157.0,0.13531566472742942,Choppy,TRENDING,Bullish,-1256633280.100992,-3389697274.68,685,670,678,679,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
358,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T13:56:53,56.4,1.255,1.25,1.26,0.46,-1.26,33.47,203440.0,667.62,227.0,0.056880825899569006,Choppy,TRENDING,Bullish,-1089959499.208404,-3754363740.48,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
359,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T13:59:02,61.0,1.0,0.99,1.01,0.41,-1.0,32.04,329512.0,668.17,474.0,0.21523930614839706,Choppy,TRENDING,Bullish,-1170447583.5366628,-3639433791.5599995,685,670,678,680,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
360,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T14:00:06,55.0,0.095,0.09,0.1,0.06,-0.1,34.06,179756.0,668.32,1978.0,0.7558128427045719,Choppy,TRENDING,Bullish,-1188379172.622336,-3625414117.76,685,670,678,676,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
361,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T14:00:06,54.4,0.255,0.25,0.26,0.14,-0.26,32.23,299638.0,668.32,1978.0,0.7558128427045719,Choppy,TRENDING,Bullish,-1188379172.622336,-3625414117.76,685,670,678,676,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
362,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T14:00:06,53.5,0.155,0.15,0.16,0.09,-0.16,33.02,168959.0,668.32,1978.0,0.7558128427045719,Choppy,TRENDING,Bullish,-1188379172.622336,-3625414117.76,685,670,678,676,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
363,v2.1,.SPY260312P666,666.0,Put,Bearish,2026-03-12T14:00:13,49.4,0.495,0.49,0.5,0.24,-0.5,32.63,183404.0,668.445,2359.0,0.7800023145469275,Choppy,TRENDING,Bullish,-1280515423.0519464,-3555301201.98,685,670,678,680,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
364,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T14:01:32,56.5,0.425,0.42,0.43,0.23,-0.43,30.63,400391.0,668.53,1502.0,1.3253915729097727,Choppy,TRENDING,Bullish,-1357338049.3769088,-3461528004.5999994,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
365,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T14:05:53,64.5,0.635,0.63,0.64,0.31,-0.64,30.47,645547.0,668.41,577.0,0.544750755287009,Choppy,TRENDING,Bullish,-1150464521.1731858,-3629357349.1699996,685,670,678,676,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
366,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T14:11:54,56.4,1.745,1.74,1.75,0.62,-0.84,30.27,218919.0,668.91,150.0,0.12157069335818779,Choppy,TRENDING,Bullish,-1449367450.5970438,-3334985255.91,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
367,v2.1,.SPY260312C669,669.0,Call,Bullish,2026-03-12T14:14:02,62.9,1.14,1.13,1.15,0.47,-1.14,30.67,353079.0,668.795,927.0,2.9215253703120077,Choppy,TRENDING,Bullish,-1202870370.7507513,-3491667006.2349997,685,670,678,675,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
368,v2.1,.SPY260312C674,674.0,Call,Bullish,2026-03-12T14:15:06,54.8,0.095,0.09,0.1,0.07,-0.1,32.38,181812.0,669.06,702.0,0.41953026952728145,Choppy,TRENDING,Bullish,-1344002666.2934759,-3335300898.2999997,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
369,v2.1,.SPY260312C672,672.0,Call,Bullish,2026-03-12T14:15:06,54.1,0.285,0.28,0.29,0.17,-0.29,30.63,303726.0,669.06,702.0,0.41953026952728145,Choppy,TRENDING,Bullish,-1344002666.2934759,-3335300898.2999997,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
370,v2.1,.SPY260312C673,673.0,Call,Bullish,2026-03-12T14:15:06,53.2,0.165,0.16,0.17,0.11,-0.17,31.41,179624.0,669.06,702.0,0.41953026952728145,Choppy,TRENDING,Bullish,-1344002666.2934759,-3335300898.2999997,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
371,v2.1,.SPY260312P667,667.0,Put,Bearish,2026-03-12T14:15:10,52.9,0.515,0.51,0.52,0.26,-0.52,32.13,263974.0,669.055,1490.0,0.8320536088231189,Choppy,TRENDING,Bullish,-1348597691.098278,-3342010011.6,685,670,678,680,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
372,v2.1,.SPY260312C671,671.0,Call,Bullish,2026-03-12T14:16:32,55.7,0.495,0.49,0.5,0.27,-0.5,30.22,412040.0,669.11,104.0,0.11595495595941577,Choppy,TRENDING,Bullish,-1263938428.3632731,-3380458806.92,685,670,678,675,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
373,v2.1,.SPY260312P670,670.0,Put,Bearish,2026-03-12T14:17:05,62.2,1.74,1.73,1.75,0.63,-0.77,29.9,245582.0,669.03,679.0,1.027231467473525,Choppy,TRENDING,Bullish,-1315696697.607096,-3339070524.39,685,670,678,680,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
374,v2.1,.SPY260312C667,667.0,Call,Bullish,2026-03-12T14:19:18,59.8,2.0,1.99,2.01,0.65,-0.76,32.42,69683.0,668.245,1526.0,1.1732144230029984,Choppy,TRENDING,Bullish,-1286648491.2660325,-3656389389.35,685,670,678,678,1,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
375,v2.1,.SPY260312C670,670.0,Call,Bullish,2026-03-12T14:20:54,63.6,0.455,0.45,0.46,0.25,-0.46,30.96,675995.0,667.94,23408.0,3.4276091810960208,Choppy,TRENDING,Bullish,-1152554621.240932,-3797009128.6400003,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
376,v2.1,.SPY260312P668,668.0,Put,Bearish,2026-03-12T14:25:14,55.0,1.2,1.19,1.21,0.49,-1.2,32.0,391367.0,668.06,658.0,0.3873550362041561,Choppy,TRENDING,Bullish,-1334596729.5379877,-3658484284.8599997,685,670,678,679,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
377,v2.1,.SPY260312C668,668.0,Call,Bullish,2026-03-12T14:26:54,54.5,1.275,1.27,1.28,0.52,-1.13,31.41,230559.0,668.15,3459.0,3.0839871611982885,Choppy,TRENDING,Bullish,-1261814165.952025,-3719426685.1,685,670,678,678,0,ACTIVE,,,,,,,,,,0,,,,,,,,,,,,,,0,,,
